1	1
2	4
3	4
4	5
5	5
6	1
7	4
8	5
9	5
10	2
11	5
12	2
13	2
14	4
15	2
16	4
17	2
18	4
19	1
20	1
21	2
22	5
23	4
24	2
25	2
26	5
27	2
28	2
29	1
30	1
31	5
32	2
33	5
34	5
35	4
36	4
37	3
38	5
39	4
40	2
41	5
42	2
43	5
44	2
45	4
46	4
47	2
48	1
49	2
50	5
51	2
52	5
53	1
54	5
55	5
56	2
57	1
58	5
59	5
60	1
61	2
62	1
63	1
64	2
65	5
66	5
67	4
68	4
69	4
70	2
71	2
72	1
73	5
74	4
75	2
76	4
77	3
78	1
79	4
80	3
81	1
82	2
83	2
84	2
85	5
86	2
87	4
88	2
89	2
90	4
91	5
92	5
93	2
94	2
95	2
96	2
97	5
98	2
99	4
100	2
101	4
102	4
103	1
104	5
105	5
106	4
107	4
108	5
109	2
110	1
111	4
112	5
113	5
114	1
115	5
116	1
117	1
118	5
119	5
120	4
121	2
122	5
123	2
124	5
125	2
126	4
127	2
128	2
129	3
130	2
131	2
132	5
133	5
134	2
135	2
136	4
137	2
138	2
139	2
140	4
141	5
142	4
143	4
144	2
145	4
146	5
147	1
148	5
149	1
150	2
151	2
152	2
153	1
154	5
155	2
156	1
157	4
158	4
159	5
160	1
161	5
162	4
163	2
164	1
165	5
166	2
167	1
168	5
169	1
170	2
171	1
172	2
173	5
174	4
175	2
176	1
177	2
178	1
179	1
180	2
181	2
182	4
183	2
184	5
185	1
186	2
187	5
188	2
189	2
190	2
191	2
192	4
193	3
194	5
195	1
196	5
197	4
198	1
199	4
200	4
201	4
202	5
203	2
204	5
205	4
206	4
207	2
208	1
209	1
210	4
211	2
212	4
213	4
214	5
215	1
216	1
217	5
218	5
219	4
220	5
221	5
222	5
223	3
224	4
225	4
226	2
227	5
228	5
229	2
230	5
231	4
232	4
233	4
234	5
235	2
236	4
237	2
238	2
239	3
240	2
241	5
242	5
243	4
244	2
245	1
246	5
247	2
248	2
249	2
250	1
251	1
252	2
253	4
254	2
255	4
256	4
257	2
258	4
259	3
260	5
261	2
262	1
263	1
264	4
265	5
266	4
267	2
268	1
269	1
270	1
271	2
272	1
273	5
274	3
275	4
276	1
277	1
278	4
279	1
280	2
281	2
282	5
283	4
284	4
285	1
286	4
287	1
288	1
289	1
290	2
291	5
292	1
293	1
294	4
295	2
296	2
297	4
298	4
299	2
300	5
