58	0.0016365373797750627
42	0.001925899176183216
23	0.00020060854892013397
28	0.0005437344152781013
18	0.0004767404546758694
6	0.0027240221042434693
7	0.00668973538161959
59	0.002082987201257946
33	0.002462252796772998
26	0.006178547603782222
29	0.0021200264396583433
44	0.0021014027755015792
15	0.002226397327630118
8	0.007434681564170355
12	0.004646511741568342
5	8.14465446300287e-18
31	0.00021233939664607387
68	0.0011923380819040263
54	0.00136066556433717
35	0.0018929345411425825
3	0.026565221371579604
49	0.008357016373197272
62	0.007020474152601977
71	0.009499419599062935
73	0.008831158695638523
47	0.026565221371579604
14	0.005336619188510112
32	0.006546325997588753
21	0.008831158695638523
17	0.007020474152601977
10	0.00684682250528029
39	0.007214600024189802
19	0.026565221371579604
53	0.026565221371579604
60	0.006178547603782222
56	0.026565221371579604
38	0.005623983689480075
43	0.009499419599062935
2	0.026565221371579604
40	0.009499419599062935
77	0.008831158695638523
52	0.010641796579585383
37	0.026565221371579604
9	0.010641796579585383
46	0.008831158695638523
20	0.026565221371579604
25	0.007989241478953737
61	0.008831158695638523
69	0.008357016373197272
45	0.009499419599062935
48	0.010641796579585383
24	0.026565221371579604
1	0.026565221371579604
75	0.007989241478953737
51	0.009499419599062935
41	0.008831158695638523
16	0.026565221371579604
27	0.026565221371579604
70	0.010641796579585383
72	0.010641796579585383
4	0.026565221371579604
36	0.008831158695638523
74	0.008831158695638523
76	0.026565221371579604
13	0.026565221371579604
57	0.026565221371579604
65	0.010641796579585383
34	0.010641796579585383
0	0.026565221371579604
30	0.010641796579585383
66	0.026565221371579604
64	0.026565221371579604
55	0.026565221371579604
63	0.026565221371579604
11	0.026565221371579604
22	0.026565221371579604
67	0.026565221371579604
50	0.026565221371579604
